Capacity,Episode,Econ_Reward,Days_Failed,Deaths,Lambda
9,1,187.86731898784637,155.0,89,0.1370000000000003
9,2,197.19019039869303,165.0,102,0.28200000000000264
9,3,197.2597843527793,155.0,79,0.417000000000005
9,4,197.94053540229802,142.0,100,0.5390000000000073
9,5,197.7752470612526,165.0,95,0.6840000000000096
9,6,197.13544054031374,161.0,90,0.825000000000012
9,7,197.2499919295311,156.0,94,0.9610000000000143
9,8,197.47223351001742,166.0,76,1.1070000000000033
9,9,197.27152663469298,0.0,0,1.0870000000000055
9,10,197.61739476919175,154.0,85,1.2209999999999908
9,11,197.63062417507163,140.0,87,1.3409999999999775
9,12,197.75050014257434,130.0,83,1.4509999999999654
9,13,197.73496689796445,0.0,0,1.4309999999999676
9,14,197.63557224273677,139.0,90,1.5499999999999545
9,15,197.60055092573168,158.0,89,1.6879999999999393
9,16,197.5889844894408,147.0,103,1.8149999999999253
9,17,197.77148649692538,0.0,0,1.7949999999999275
9,18,197.3386811375618,139.0,99,1.9139999999999144
9,19,197.52126193046573,0.0,0,1.8939999999999166
9,20,197.77722259759912,146.0,81,2.019999999999904
9,21,197.80979005098334,152.0,105,2.1519999999999126
9,22,197.44903258085247,147.0,99,2.2789999999999195
9,23,197.74217252731322,155.0,111,2.413999999999929
9,24,137.24316646796674,156.0,96,2.549999999999939
9,25,82.54438220039012,178.0,50,2.707999999999956
9,26,82.30632301872248,161.0,56,2.848999999999968
9,27,82.83621284939584,176.0,51,3.0049999999999844
9,28,82.39066284334993,188.0,67,3.173000000000005
9,29,82.43470596176346,181.0,61,3.334000000000023
9,30,82.47372461946223,0.0,0,3.313999999999981
9,31,82.48374499768254,143.0,47,3.4369999999999865
9,32,82.4227176095243,159.0,32,3.5759999999999974
9,33,82.24562237436771,154.0,31,3.7100000000000066
9,34,82.52499133411337,167.0,60,3.85700000000002
9,35,82.41544053471885,174.0,54,4.01100000000003
9,36,82.24723436420905,180.0,24,4.170999999999977
9,37,82.1261092787842,174.0,55,4.324999999999927
9,38,82.60274590384074,0.0,0,4.304999999999974
9,39,82.3773887173099,183.0,42,4.467999999999919
9,40,87.63709699828173,0.0,0,4.447999999999966
9,41,111.15862838310453,186.0,79,4.613999999999909
9,42,88.75461235336276,188.0,47,4.781999999999852
9,43,94.79085139060639,175.0,61,4.936999999999801
9,44,102.22084444775267,170.0,51,5.0
9,45,197.47371523380284,0.0,0,4.980000000000047
9,46,101.22899591702756,168.0,48,5.0
9,47,91.93171926268559,183.0,72,5.0
9,48,107.02283447015391,158.0,29,5.0
9,49,197.9307698011398,0.0,0,4.980000000000047
9,50,197.8337347745895,0.0,0,4.960000000000093
9,51,104.71170448076467,144.0,36,5.0
9,52,88.72310122146749,189.0,65,5.0
9,53,87.69602416509306,188.0,53,5.0
9,54,103.87780663653707,156.0,40,5.0
9,55,194.56016284432272,0.0,0,4.980000000000047
9,56,100.11914231819122,178.0,65,5.0
9,57,90.19926957179571,187.0,58,5.0
9,58,91.70997871684388,178.0,52,5.0
9,59,93.67647568498519,169.0,37,5.0
9,60,100.82492653585525,173.0,71,5.0
9,61,115.91064799947233,143.0,47,5.0
9,62,98.31073917751219,175.0,62,5.0
9,63,91.54689933953065,191.0,58,5.0
9,64,98.31915827000061,161.0,43,5.0
9,65,92.8858572976199,166.0,36,5.0
9,66,92.12027324166857,169.0,67,5.0
9,67,96.56366722764817,184.0,66,5.0
9,68,196.79323398768906,0.0,0,4.980000000000047
9,69,103.98544336096413,171.0,45,5.0
9,70,197.4366008996963,0.0,0,4.980000000000047
9,71,195.6186427235603,0.0,0,4.960000000000093
9,72,98.75391369443403,179.0,60,5.0
9,73,93.08657780073125,182.0,43,5.0
9,74,94.52512119221515,185.0,62,5.0
9,75,87.38019034376674,183.0,57,5.0
9,76,96.99130090867568,161.0,35,5.0
9,77,94.01801701429086,170.0,43,5.0
9,78,105.42151145249399,135.0,37,5.0
9,79,91.37978711041988,186.0,56,5.0
9,80,97.46414588593773,171.0,44,5.0
9,81,121.424368316634,129.0,27,5.0
9,82,88.06920354849437,188.0,44,5.0
9,83,94.25632720645534,178.0,55,5.0
9,84,91.62880498066096,181.0,49,5.0
9,85,103.05714566700219,159.0,46,5.0
9,86,95.92281494406066,182.0,48,5.0
9,87,90.92427214977585,165.0,40,5.0
9,88,91.0661374141667,181.0,42,5.0
9,89,89.77568981471718,168.0,55,5.0
9,90,94.74707420718418,184.0,89,5.0
9,91,89.37902068680866,185.0,52,5.0
9,92,90.52853904296657,178.0,44,5.0
9,93,87.77900712176937,190.0,66,5.0
9,94,92.05081607325712,183.0,49,5.0
9,95,90.779839401247,173.0,48,5.0
9,96,87.42208495744863,183.0,72,5.0
9,97,96.45962890694517,177.0,59,5.0
9,98,89.88137113729037,163.0,50,5.0
9,99,197.60664272308347,0.0,0,4.980000000000047
9,100,91.90681771248354,185.0,85,5.0
9,101,102.05543215830124,168.0,44,5.0
9,102,92.82849407296169,183.0,62,5.0
9,103,98.41170507285878,173.0,25,5.0
9,104,93.67337827200545,167.0,45,5.0
9,105,89.30691676778376,181.0,29,5.0
9,106,197.6483954906464,0.0,0,4.980000000000047
9,107,85.58386507928384,172.0,54,5.0
9,108,94.6721146543628,170.0,42,5.0
9,109,94.76120243625212,179.0,32,5.0
9,110,101.73468027738873,168.0,45,5.0
9,111,88.10491596894872,189.0,40,5.0
9,112,197.922783255577,0.0,0,4.980000000000047
9,113,96.17077414870742,172.0,42,5.0
9,114,94.156612528593,184.0,52,5.0
9,115,91.3195432991023,178.0,43,5.0
9,116,98.13539643917484,173.0,62,5.0
9,117,109.00741493981356,147.0,35,5.0
9,118,92.59110646847999,174.0,52,5.0
9,119,88.83310774336577,185.0,70,5.0
9,120,91.69844260900285,186.0,66,5.0
9,121,197.35438536405564,0.0,0,4.980000000000047
9,122,94.84054330132804,178.0,52,5.0
9,123,93.27075087128334,172.0,57,5.0
9,124,97.06561386166157,178.0,63,5.0
9,125,91.18283394484318,176.0,57,5.0
9,126,197.92200444936765,0.0,0,4.980000000000047
9,127,88.96563135825572,183.0,43,5.0
9,128,197.16991890668874,0.0,0,4.980000000000047
9,129,97.42223378206164,168.0,61,5.0
9,130,89.73816731345879,190.0,66,5.0
9,131,88.53862027373589,179.0,62,5.0
9,132,92.31777872697138,183.0,63,5.0
9,133,100.24318240851873,175.0,81,5.0
9,134,89.53470011236647,184.0,46,5.0
9,135,105.95101813732784,158.0,54,5.0
9,136,96.21168019792982,170.0,65,5.0
9,137,103.26682058166206,161.0,45,5.0
9,138,101.10516908774169,178.0,69,5.0
9,139,94.65830821413562,181.0,39,5.0
